0,8
1,49
2,74
3,91
4,112
5,115
6,150
7,217
8,248
9,293
10,410
11,426
12,319
13,344
14,426
15,489
16,520
17,485
18,618
19,692
20,893
21,638
22,1068
23,1069
24,629
25,1363
26,1155
27,1040
28,1523
29,819
30,905
31,687
32,1677
33,1129
34,1436
35,1551
36,1450
37,1717
38,1303
39,1334
40,1048
41,1402
42,1777
43,1907
44,1326
45,1539
46,2222
47,2079
48,1930
49,1968
50,707
51,1945
52,1150
53,2239
54,1521
55,1654
56,1463
57,1716
58,1633
59,3560
60,2288
61,1591
62,2237
63,1894
64,2053
65,2219
66,2650
67,2285
68,2456
69,4154
70,3231
71,2850
72,2741
73,2195
74,1928
75,3161
76,1831
77,2474
78,2816
79,3642
80,2567
81,3248
82,4279
83,4167
84,4720
85,2047
86,3277
87,1747
88,3177
89,1964
90,1985
91,2738
92,2214
93,2799
94,2638
95,3240
96,4043
97,3697
98,3338
99,4366
100,3008
101,3443
102,3272
103,4339
104,3336
105,4631
106,3826
107,6005
108,2600
109,3498
110,3310
111,4453
112,3819
113,5436
114,4570
115,3227
116,4649
117,4690
118,4491
119,4532
120,4572
121,3641
122,4401
123,4435
124,3479
125,5259
126,4037
127,3819
128,4617
129,4393
130,7560
131,4462
132,6875
133,2662
134,5369
135,2162
136,3271
137,3018
138,3872
139,5015
140,4210
141,5082
142,7108
143,3436
144,4614
145,7840
146,5559
147,7069
148,4149
149,5673
150,5711
151,4233
152,5788
153,4293
154,4013
155,5280
156,5001
157,5345
158,5381
159,7964
160,7693
161,6130
162,5190
163,5550
164,4268
165,4296
166,2328
167,5685
168,7400
169,6770
170,6809
171,5483
172,7579
173,7621
174,6273
175,6309
176,2822
177,7090
178,4280
179,8249
180,8653
181,4348
182,4736
183,5131
184,5893
185,7409
186,7823
187,4490
188,6025
189,7945
190,5327
191,9178
192,7307
193,3866
194,6990
195,4296
196,5497
197,4732
198,5550
199,3587
200,6407
201,6443
202,6475
203,6101
204,7353
205,6981
206,9079
207,7463
208,10412
209,7951
210,2945
211,3803
212,7216
213,9380
214,7713
215,10332
216,9088
217,6951
218,9601
219,8331
220,6611
221,9736
222,8889
223,6250
224,9419
225,9013
226,5884
227,7266
228,5935
229,9168
230,5985
231,7864
232,8824
233,9800
234,9371
235,7996
236,10397
237,5221
238,8574
239,10049
240,7206
241,8201
242,10657
243,6325
244,8307
245,10304
246,9354
247,7416
248,10428
249,6478
250,9507
251,6028
252,10596
253,10636
254,9155
255,11230
256,8713
257,8747
258,8777
259,8816
260,7808
261,7838
262,11540
263,6316
264,8457
265,8488
266,11185
267,10158
268,9660
269,7539
270,8653
271,7595
272,9802
273,7652
274,14263
275,7709
276,7736
277,7764
278,13352
279,16197
280,8406
281,9565
282,6209
283,14162
284,6821
285,9129
286,10304
287,14364
288,10952
289,10991
290,11033
291,5822
292,9936
293,8797
294,6472
295,13580
296,13033
297,5944
298,7754
299,5986
300,9610
301,6628
302,9067
303,6063
304,7304
305,7934
306,9803
307,12906
308,12326
309,12367
310,9925
311,11829
312,11867
313,9400
314,10056
315,5045
316,12020
317,11422
318,9545
319,8937
320,9604
321,14133
322,11601
323,8405
324,8431
325,17565
326,12397
327,7198
328,8533
329,11196
330,11231
331,8616
332,6644
333,11328
334,14043
335,9386
336,13452
337,14163
338,13533
339,7462
340,14970
341,14335
342,15055
343,10295
344,15144
345,14497
346,10387
347,10415
348,6963
349,16067
350,12608
351,13345
352,12683
353,9182
354,8501
355,14922
356,9258
357,7143
358,12183
359,18682
360,5045
361,7947
362,5071
363,8720
364,11656
365,11688
366,6595
367,13956
368,16941
369,13292
370,17033
371,17076
372,11164
373,14929
374,17215
375,15011
376,9781
377,10560
378,15888
379,12136
380,12171
381,10676
382,9173
383,10732
384,10762
385,18493
386,11587
387,9294
388,9319
389,10899
390,14045
391,12521
392,13340
393,14159
394,8676
395,10276
396,15853
397,12714
398,16728
399,15968
400,10405
401,10431
402,11262
403,16940
404,15359
405,10537
406,12189
407,15476
408,13065
409,13095
410,14764
411,16451
412,18137
413,12400
414,13254
415,8304
416,16652
417,13354
418,10877
419,14256
420,22695
421,15166
422,9292
423,12696
424,10183
425,9355
426,20468
427,13673
428,11135
429,13735
430,13768
431,14659
432,13831
433,22527
434,18239
435,11315
436,14830
437,10496
438,12270
439,20205
440,21133
441,15004
442,9729
443,13302
444,14217
445,8903
446,16957
447,19680
448,13444
449,16175
450,17112
451,18049
452,13568
453,9972
454,12718
455,12748
456,15511
457,14634
458,18333
459,19288
460,21169
461,14761
462,18488
463,15748
464,17644
465,24190
466,14921
467,12148
468,12172
469,18770
470,17867
471,16967
472,17944
473,18930
474,10434
475,15208
476,13334
477,16226
478,9562
479,8626
480,11527
481,17320
482,18321
483,16431
484,23246
485,7765
486,19452
487,18517
488,27340
489,14675
490,13729
491,14735
492,16740
493,11837
494,12852
495,12876
496,24811
497,12926
498,19932
499,13979
500,21009
501,17037
502,19084
503,22143
504,15125
505,11117
506,26325
507,12174
508,24399
509,12222
510,20412
511,18407
512,14343
513,17448
514,16455
515,23698
516,15491
517,7243
518,22797
519,17654
520,14570
521,18763
522,15670
523,14653
524,18873
525,22060
526,13683
527,12651
528,12677
529,13762
530,19087
531,17002
532,19163
533,17065
534,19231
535,13912
536,16085
537,18266
538,12917
539,28036
540,19446
541,28145
542,16267
543,20642
544,11972
545,25083
546,24034
547,10945
548,26316
549,24165
550,17608
551,9924
552,23199
553,19915
554,18847
555,16661
556,23364
557,23410
558,11163
559,12303
560,20174
561,21330
562,25861
563,15769
564,20315
565,18087
566,20381
567,19286
568,17047
569,17080
570,20524
571,20565
572,24031
573,20636
574,16081
575,19555
576,16136
577,21937
578,17349
579,12745
580,18567
581,13953
582,23288
583,25663
584,15193
585,16387
586,18763
